,,,"EQY_FUND_CRNCY=USD,SCALING_FORMAT=BLN",,"SCALING_FORMAT=BLN,EQY_FUND_CRNCY=USD","SCALING_FORMAT=BLN,EQY_FUND_CRNCY=USD",,,,,,,BEST_FPERIOD_OVERRIDE=1GY,,,
NVO US Equity,DKK,NOVO-NORDISK A/S-SPONS ADR,5.4,-0.3,  107 ,  (3),21.9,  3.99 ,  1.62 ,Health Care,Pharmaceuticals,"Pharmaceuticals, Biotechnology",3.0,110%,  81 ,  763 
POOL US Equity,USD,POOL CORP,0.1,1.6,  6 ,  0 ,20.6,  2.20 ,  1.34 ,Consumer Discretionary,Distributors,Retailing,7.0,247%,  83 ,  87 
MA US Equity,USD,MASTERCARD INC - A,6.3,-0.3,  207 ,  (4),44.4,  1.56 ,  1.27 ,Information Technology,IT Services,Software & Services,46.0,65%,  85 ,  602 
TPX US Equity,USD,TEMPUR SEALY INTERNATIONAL I,0.1,4.6,  3 ,  2 ,46.7,  0.51 ,  3.23 ,Consumer Discretionary,Household Durables,Consumer Durables & Apparel,11.0,97%,  93 ,  111 
STX US Equity,USD,SEAGATE TECHNOLOGY,2.0,1.2,  13 ,  3 ,50.1,  3.17 ,  (5.93),Information Technology,"Technology Hardware, Storage &",Technology Hardware & Equipmen,27.0,125%,  94 ,  577 
WEN US Equity,USD,WENDY'S CO/THE,0.2,5.4,  4 ,  3 ,22.9,  1.60 ,  0.94 ,Consumer Discretionary,"Hotels, Restaurants & Leisure",Consumer Services,27.0,35%,  96 ,  180 
NSP US Equity,USD,INSPERITY INC,0.2,-1.4,  4 ,  (0),42.1,  1.67 ,  1.10 ,Industrials,Professional Services,Commercial & Professional Serv,5.0,354%,  98 ,  623 
HSY US Equity,USD,HERSHEY CO/THE,1.2,2.1,  23 ,  3 ,25.4,  3.78 ,  3.56 ,Consumer Staples,Food Products,"Food, Beverage & Tobacco",21.0,115%,  99 ,  249 
BTI US Equity,GBP,BRITISH AMERICAN TOB-SP ADR,7.1,5.0,  81 ,  62 ,44.6,  1.11 ,  0.98 ,Consumer Staples,Tobacco,"Food, Beverage & Tobacco",3.0,27%,  108 ,  211 
CC US Equity,USD,CHEMOURS CO/THE,0.7,1.7,  5 ,  3 ,53.0,  2.02 ,  0.63 ,Materials,Chemicals,Materials,13.0,92%,  111 ,  423 
MSCI US Equity,USD,MSCI INC,0.6,1.6,  13 ,  1 ,38.4,  1.95 ,  1.26 ,Financials,Capital Markets,Diversified Financials,11.0,40%,  114 ,  957 
CLX US Equity,USD,CLOROX COMPANY,0.8,1.9,  21 ,  2 ,26.3,  3.75 ,  3.63 ,Consumer Staples,Household Products,Household & Personal Products,19.0,128%,  133 ,  244 
SBUX US Equity,USD,STARBUCKS CORP,2.7,0.1,  89 ,  1 ,35.6,  1.65 ,  1.33 ,Consumer Discretionary,"Hotels, Restaurants & Leisure",Consumer Services,34.0,128%,  137 ,  198 
HLT US Equity,USD,HILTON WORLDWIDE HOLDINGS IN,1.1,4.0,  22 ,  6 ,39.8,  1.38 ,  1.18 ,Consumer Discretionary,"Hotels, Restaurants & Leisure",Consumer Services,26.0,63%,  137 ,  175 
ENR US Equity,USD,ENERGIZER HOLDINGS INC,0.2,2.0,  3 ,  1 ,43.1,  0.93 ,  1.32 ,Consumer Staples,Household Products,Household & Personal Products,9.0,72%,  171 ,  224 
SPGI US Equity,USD,S&P GLOBAL INC,2.1,0.5,  45 ,  1 ,30.6,  2.05 ,  1.54 ,Financials,Capital Markets,Diversified Financials,17.0,70%,  196 ,"  1,002 "
LMT US Equity,USD,LOCKHEED MARTIN CORP,1.1,1.6,  87 ,  11 ,30.3,  1.29 ,  0.51 ,Industrials,Aerospace & Defense,Capital Goods,23.0,115%,  207 ,  738 
UPS US Equity,USD,UNITED PARCEL SERVICE-CL B,0.5,2.1,  95 ,  20 ,28.6,  1.76 ,  1.50 ,Industrials,Air Freight & Logistics,Transportation,30.0,161%,  236 ,  759 
ORLY US Equity,USD,O'REILLY AUTOMOTIVE INC,1.2,1.5,  28 ,  3 ,32.9,  1.85 ,  1.66 ,Consumer Discretionary,Specialty Retail,Retailing,24.0,122%,  238 ,  166 
AMCX US Equity,USD,AMC NETWORKS INC-A,0.5,3.0,  3 ,  3 ,49.8,  1.55 ,  1.44 ,Communication Services,Media,Media & Entertainment,20.0,58%,  328 ,  49 
HD US Equity,USD,HOME DEPOT INC,10.0,1.4,  203 ,  23 ,28.8,  3.51 ,  1.62 ,Consumer Discretionary,Specialty Retail,Retailing,35.0,234%,  547 ,  201 
ORAN US Equity,EUR,ORANGE-SPON ADR,2.5,2.2,  44 ,  29 ,19.4,  1.50 ,  1.27 ,Communication Services,Diversified Telecommunication,Telecommunication Services,3.0,44%, #N/A N/A ,  9 
BT US Equity,GBP,BT GROUP PLC-SPON ADR,#N/A N/A,#N/A N/A,  32 ,  15 ,48.4,  (64.19),  1.88 ,Communication Services,Diversified Telecommunication,Telecommunication Services,3.0,#N/A N/A, #N/A N/A ,  10 
HUYA US Equity,CNY,HUYA INC-ADR,0.0,#N/A N/A,  4 ,  (0),67.2,  0.44 ,  0.38 ,Communication Services,Entertainment,Media & Entertainment,7.0,298%, #N/A N/A ,  23 
SOGO US Equity,USD,SOGOU INC-ADR,#N/A N/A,#N/A N/A,  3 ,  (1),66.1,  2.70 ,  0.46 ,Communication Services,Interactive Media & Services,Media & Entertainment,7.0,103%, #N/A N/A ,  24 
SE US Equity,USD,SEA LTD-ADR,#N/A N/A,#N/A N/A,  4 ,  (1),55.1,#VALUE!,#VALUE!,Communication Services,Entertainment,Media & Entertainment,9.0,#N/A N/A, #N/A N/A ,  27 
IQ US Equity,CNY,IQIYI INC-ADR,0.5,#N/A N/A,  15 ,  (0),72.0,#VALUE!,#VALUE!,Communication Services,Entertainment,Media & Entertainment,13.0,103%, #N/A N/A ,  34 
CCOI US Equity,USD,COGENT COMMUNICATIONS HOLDIN,0.1,3.1,  2 ,  0 ,31.4,  1.18 ,  1.09 ,Communication Services,Diversified Telecommunication,Telecommunication Services,16.0,69%, #N/A N/A ,  44 
PDD US Equity,CNY,PINDUODUO INC-ADR,0.0,#N/A N/A,  23 ,  (2),93.6,  (6.45),  0.00 ,Consumer Discretionary,Internet & Direct Marketing Re,Retailing,8.0,23%, #N/A N/A ,  90 
NIO US Equity,CNY,NIO INC - ADR,#N/A N/A,#N/A N/A,  8 ,  (1),94.7,#VALUE!,#VALUE!,Consumer Discretionary,Automobiles,Automobiles & Components,10.0,#N/A N/A, #N/A N/A ,  99 
HRB US Equity,USD,H&R BLOCK INC,0.8,0.6,  6 ,  (0),29.5,  2.40 ,  1.67 ,Consumer Discretionary,Diversified Consumer Services,Consumer Services,10.0,134%, #N/A N/A ,  100 
SIX US Equity,USD,SIX FLAGS ENTERTAINMENT CORP,0.3,3.7,  5 ,  2 ,60.8,  2.45 ,  1.43 ,Consumer Discretionary,"Hotels, Restaurants & Leisure",Consumer Services,11.0,56%, #N/A N/A ,  108 
WH US Equity,USD,WYNDHAM HOTELS & RESORTS INC,#N/A N/A,#N/A N/A,  5 ,  2 ,37.0,  0.60 ,  0.89 ,Consumer Discretionary,"Hotels, Restaurants & Leisure",Consumer Services,11.0,#N/A N/A, #N/A N/A ,  109 
SBH US Equity,USD,SALLY BEAUTY HOLDINGS INC,0.3,3.2,  3 ,  2 ,70.4,  9.05 ,  1.09 ,Consumer Discretionary,Specialty Retail,Retailing,11.0,187%, #N/A N/A ,  113 
MIK US Equity,USD,MICHAELS COS INC/THE,0.3,3.5,  3 ,  2 ,29.9,  1.08 ,  1.81 ,Consumer Discretionary,Specialty Retail,Retailing,13.0,251%, #N/A N/A ,  120 
WTW US Equity,USD,WEIGHT WATCHERS INTL INC,0.3,3.8,  3 ,  2 ,119.1,  0.60 ,  0.48 ,Consumer Discretionary,Diversified Consumer Services,Consumer Services,14.0,111%, #N/A N/A ,  123 
WYND US Equity,USD,WYNDHAM DESTINATIONS INC,0.6,4.3,  4 ,  4 ,63.7,  0.62 ,  0.53 ,Consumer Discretionary,"Hotels, Restaurants & Leisure",Consumer Services,14.0,52%, #N/A N/A ,  125 
JACK US Equity,USD,JACK IN THE BOX INC,0.0,3.1,  2 ,  1 ,24.1,  1.14 ,  1.43 ,Consumer Discretionary,"Hotels, Restaurants & Leisure",Consumer Services,18.0,97%, #N/A N/A ,  141 
DPZ US Equity,USD,DOMINO'S PIZZA INC,0.3,5.5,  11 ,  3 ,34.1,  2.26 ,  1.44 ,Consumer Discretionary,"Hotels, Restaurants & Leisure",Consumer Services,22.0,375%, #N/A N/A ,  157 
RH US Equity,USD,RH,0.2,3.3,  3 ,  1 ,74.3,  1.40 ,  1.40 ,Consumer Discretionary,Specialty Retail,Retailing,23.0,135%, #N/A N/A ,  162 
AZO US Equity,USD,AUTOZONE INC,1.5,2.2,  21 ,  5 ,32.5,  2.03 ,  1.11 ,Consumer Discretionary,Specialty Retail,Retailing,24.0,121%, #N/A N/A ,  167 
YUM US Equity,USD,YUM! BRANDS INC,0.9,3.2,  28 ,  8 ,24.8,  9.63 ,  2.27 ,Consumer Discretionary,"Hotels, Restaurants & Leisure",Consumer Services,27.0,119%, #N/A N/A ,  179 
VFC US Equity,USD,VF CORP,#N/A N/A,#N/A N/A,  33 ,  2 ,46.3,  1.52 ,  1.44 ,Consumer Discretionary,"Textiles, Apparel & Luxury Goo",Consumer Durables & Apparel,27.0,#N/A N/A, #N/A N/A ,  182 
DNKN US Equity,USD,DUNKIN' BRANDS GROUP INC,0.2,5.5,  6 ,  2 ,28.6,  4.29 ,  1.99 ,Consumer Discretionary,"Hotels, Restaurants & Leisure",Consumer Services,29.0,38%, #N/A N/A ,  189 
LB US Equity,USD,L BRANDS INC,0.7,2.3,  10 ,  4 ,37.4,  10.06 ,  2.80 ,Consumer Discretionary,Specialty Retail,Retailing,29.0,170%, #N/A N/A ,  191 
MCD US Equity,USD,MCDONALD'S CORP,4.1,2.8,  142 ,  27 ,26.2,  3.59 ,  2.60 ,Consumer Discretionary,"Hotels, Restaurants & Leisure",Consumer Services,36.0,64%, #N/A N/A ,  203 
LW US Equity,USD,LAMB WESTON HOLDINGS INC,0.3,3.0,  12 ,  2 ,19.8,  2.16 ,  1.65 ,Consumer Staples,Food Products,"Food, Beverage & Tobacco",7.0,131%, #N/A N/A ,  218 
KMB US Equity,USD,KIMBERLY-CLARK CORP,2.1,2.2,  38 ,  7 ,26.6,  10.00 ,  2.45 ,Consumer Staples,Household Products,Household & Personal Products,20.0,125%, #N/A N/A ,  247 
PM US Equity,USD,PHILIP MORRIS INTERNATIONAL,8.3,2.0,  133 ,  26 ,22.5,  2.95 ,  1.66 ,Consumer Staples,Tobacco,"Food, Beverage & Tobacco",22.0,75%, #N/A N/A ,  252 
CL US Equity,USD,COLGATE-PALMOLIVE CO,2.5,1.4,  54 ,  5 ,36.6,  6.89 ,  3.11 ,Consumer Staples,Household Products,Household & Personal Products,24.0,123%, #N/A N/A ,  256 
NRG US Equity,USD,NRG ENERGY INC,0.7,7.9,  11 ,  15 ,28.6,  0.83 ,  1.87 ,Utilities,Independent Power and Renewabl,Utilities,10.0,57%, #N/A N/A ,  291 
EVRG US Equity,USD,EVERGY INC,#N/A N/A,#N/A N/A,  16 ,  4 ,13.4,  1.30 ,  1.53 ,Utilities,Electric Utilities,Utilities,11.0,#N/A N/A, #N/A N/A ,  293 
UNIT US Equity,USD,UNITI GROUP INC,0.1,6.1,  3 ,  4 ,37.1,  0.21 ,  1.98 ,Real Estate,Equity Real Estate Investment,Real Estate,11.0,22%, #N/A N/A ,  344 
TCO US Equity,USD,TAUBMAN CENTERS INC,-0.1,11.2,  3 ,  4 ,30.1,  (4.33),  (2.26),Real Estate,Equity Real Estate Investment,Real Estate,15.0,15%, #N/A N/A ,  362 
SBAC US Equity,USD,SBA COMMUNICATIONS CORP,0.7,8.1,  19 ,  9 ,27.0,  0.33 ,  2.11 ,Real Estate,Equity Real Estate Investment,Real Estate,19.0,25%, #N/A N/A ,  370 
VVV US Equity,USD,VALVOLINE INC,0.2,2.7,  4 ,  1 ,40.8,  1.37 ,  2.05 ,Materials,Chemicals,Materials,12.0,121%, #N/A N/A ,  419 
SEE US Equity,USD,SEALED AIR CORP,0.1,4.3,  6 ,  3 ,40.2,  1.23 ,  0.96 ,Materials,Containers & Packaging,Materials,17.0,86%, #N/A N/A ,  445 
LIN US Equity,USD,LINDE PLC,#N/A N/A,#N/A N/A,  86 ,  8 ,27.8,  (7.18),  2.21 ,Materials,Chemicals,Materials,18.0,#N/A N/A, #N/A N/A ,  446 
ASX US Equity,TWD,ASE TECHNOLOGY HOLDING -ADR,#N/A N/A,#N/A N/A,  8 , #N/A N/A ,38.8,  3.71 ,#VALUE!,Information Technology,Semiconductors & Semiconductor,Semiconductors & Semiconductor,3.0,#N/A N/A, #N/A N/A ,  465 
VRSN US Equity,USD,VERISIGN INC,0.6,0.8,  19 ,  (0),62.3,  2.47 ,  2.95 ,Information Technology,IT Services,Software & Services,5.0,50%, #N/A N/A ,  475 
PRSP US Equity,USD,PERSPECTA INC,#N/A N/A,#N/A N/A,  4 ,  0 ,30.0,  1.95 ,  4.05 ,Information Technology,IT Services,Software & Services,6.0,#N/A N/A, #N/A N/A ,  479 
CDK US Equity,USD,CDK GLOBAL INC,0.4,3.4,  6 ,  2 ,29.0,  0.83 ,  0.63 ,Information Technology,Software,Software & Services,6.0,75%, #N/A N/A ,  482 
VSM US Equity,USD,VERSUM MATERIALS INC,0.2,1.4,  4 ,  1 ,45.5,  1.84 ,  2.46 ,Information Technology,Semiconductors & Semiconductor,Semiconductors & Semiconductor,11.0,100%, #N/A N/A ,  520 
MSI US Equity,USD,MOTOROLA SOLUTIONS INC,0.9,2.9,  21 ,  3 ,31.0,  2.12 ,  1.63 ,Information Technology,Communications Equipment,Technology Hardware & Equipmen,14.0,80%, #N/A N/A ,  536 
HPQ US Equity,USD,HP INC,3.7,0.2,  38 ,  1 ,34.5,  1.31 ,  1.81 ,Information Technology,"Technology Hardware, Storage &",Technology Hardware & Equipmen,17.0,172%, #N/A N/A ,  551 
WU US Equity,USD,WESTERN UNION CO,0.7,2.9,  8 ,  2 ,21.0,  5.77 ,  2.20 ,Information Technology,IT Services,Software & Services,21.0,60%, #N/A N/A ,  557 
ADSK US Equity,USD,AUTODESK INC,0.0,#N/A N/A,  29 ,  0 ,55.0,  0.18 ,  0.44 ,Information Technology,Software,Software & Services,23.0,55%, #N/A N/A ,  566 
REZI US Equity,USD,RESIDEO TECHNOLOGIES INC,#N/A N/A,#N/A N/A,  3 ,  (0),#N/A N/A,  (1.21),#VALUE!,Industrials,Building Products,Capital Goods,3.0,#N/A N/A, #N/A N/A ,  607 
NVT US Equity,USD,NVENT ELECTRIC PLC,#N/A N/A,#N/A N/A,  4 ,  (0),55.1,  1.56 ,  1.46 ,Industrials,Electrical Equipment,Capital Goods,7.0,#N/A N/A, #N/A N/A ,  638 
DNB US Equity,USD,DUN & BRADSTREET CORP,0.2,2.0,  5 ,  1 ,3.7,  3.90 ,  12.32 ,Industrials,Professional Services,Commercial & Professional Serv,7.0,85%, #N/A N/A ,  639 
DY US Equity,USD,DYCOM INDUSTRIES INC,#N/A N/A,#N/A N/A,  2 ,  1 ,45.9,  0.24 ,  0.23 ,Industrials,Construction & Engineering,Capital Goods,10.0,#N/A N/A, #N/A N/A ,  655 
BSTI US Equity,CNY,BEST INC - ADR,-0.2,#N/A N/A,  2 ,  (0),89.5,  (0.11),  0.08 ,Industrials,Air Freight & Logistics,Transportation,12.0,233%, #N/A N/A ,  666 
LII US Equity,USD,LENNOX INTERNATIONAL INC,0.3,1.9,  9 ,  1 ,31.6,  0.59 ,  2.65 ,Industrials,Building Products,Capital Goods,15.0,198%, #N/A N/A ,  697 
TDG US Equity,USD,TRANSDIGM GROUP INC,0.9,6.1,  18 ,  11 ,41.2,  1.34 ,  1.03 ,Industrials,Aerospace & Defense,Capital Goods,16.0,34%, #N/A N/A ,  701 
AAL US Equity,USD,AMERICAN AIRLINES GROUP INC,-0.9,4.0,  17 ,  20 ,54.3,  0.43 ,  0.36 ,Industrials,Airlines,Transportation,18.0,84%, #N/A N/A ,  716 
MAS US Equity,USD,MASCO CORP,0.7,#N/A N/A,  10 ,  2 ,44.9,  0.83 ,  0.79 ,Industrials,Building Products,Capital Goods,23.0,148%, #N/A N/A ,  739 
BA US Equity,USD,BOEING CO/THE,13.6,0.1,  194 ,  1 ,36.8,  0.93 ,  1.22 ,Industrials,Aerospace & Defense,Capital Goods,28.0,95%, #N/A N/A ,  755 
AMRN US Equity,USD,AMARIN CORP PLC -ADR,0.0,#N/A N/A,  5 ,  0 ,106.3,  (11.36),  0.01 ,Health Care,Biotechnology,"Pharmaceuticals, Biotechnology",5.0,110%, #N/A N/A ,  768 
IDXX US Equity,USD,IDEXX LABORATORIES INC,0.3,1.4,  17 ,  1 ,39.1,  3.26 ,  2.46 ,Health Care,Health Care Equipment & Suppli,Health Care Equipment & Servic,9.0,135%, #N/A N/A ,  789 
ENDP US Equity,USD,ENDO INTERNATIONAL PLC,0.2,40.8,  3 ,  7 ,80.2,  31.78 ,  0.47 ,Health Care,Pharmaceuticals,"Pharmaceuticals, Biotechnology",17.0,26%, #N/A N/A ,  837 
THC US Equity,USD,TENET HEALTHCARE CORP,0.7,6.0,  2 ,  14 ,60.6,  0.77 ,  0.31 ,Health Care,Health Care Providers & Servic,Health Care Equipment & Servic,20.0,82%, #N/A N/A ,  853 
ABBV US Equity,USD,ABBVIE INC,11.9,2.6,  136 ,  28 ,37.9,  0.96 ,  0.91 ,Health Care,Biotechnology,"Pharmaceuticals, Biotechnology",22.0,48%, #N/A N/A ,  862 
HCA US Equity,USD,HCA HEALTHCARE INC,2.9,3.7,  47 ,  32 ,30.1,  1.61 ,  1.14 ,Health Care,Health Care Providers & Servic,Health Care Equipment & Servic,26.0,125%, #N/A N/A ,  879 
MCO US Equity,USD,MOODY'S CORP,1.4,1.8,  28 ,  4 ,37.5,  2.13 ,  1.37 ,Financials,Capital Markets,Diversified Financials,15.0,54%, #N/A N/A ,  990 
ETRN US Equity,USD,EQUITRANS MIDSTREAM CORP,#N/A N/A,#N/A N/A,  6 , #N/A N/A ,#N/A N/A,#VALUE!,#VALUE!,Energy,"Oil, Gas & Consumable Fuels",Energy,5.0,#N/A N/A, #N/A N/A ,"  1,048 "
APY US Equity,USD,APERGY CORP,#N/A N/A,#N/A N/A,  3 ,  (0),40.8,  1.27 ,  0.32 ,Energy,Energy Equipment & Services,Energy,8.0,#N/A N/A, #N/A N/A ,"  1,050 "
CHK US Equity,USD,CHESAPEAKE ENERGY CORP,-0.3,3.9,  3 ,  10 ,81.9,  0.73 ,  0.28 ,Energy,"Oil, Gas & Consumable Fuels",Energy,21.0,82%, #N/A N/A ,"  1,072 "
SWN US Equity,USD,SOUTHWESTERN ENERGY CO,-0.1,2.9,  3 ,  3 ,56.8,  (0.53),  0.86 ,Energy,"Oil, Gas & Consumable Fuels",Energy,27.0,49%, #N/A N/A ,"  1,085 "
NPSNY US Equity,USD,NASPERS LTD-N SHS SPON ADR,-0.3,-65.3,  87 ,  (7),81.4,#VALUE!,#VALUE!,Communication Services,Media,Media & Entertainment,0.0,23%,  59.18 ,#N/A
KDDIY US Equity,JPY,KDDI CORP-UNSPONSORED ADR,5.4,0.6,  55 ,  9 ,35.4,  (2.04),#VALUE!,Communication Services,Wireless Telecommunication Ser,Telecommunication Services,1.0,77%,  15.01 ,#N/A
CFRUY US Equity,EUR,CIE FINANCIERE RICH-UNSP ADR,1.6,-0.6,  38 ,  (6),35.3,#VALUE!,#VALUE!,Consumer Discretionary,"Textiles, Apparel & Luxury Goo",Consumer Durables & Apparel,0.0,51%,  16.23 ,#N/A
GHC US Equity,USD,GRAHAM HOLDINGS CO-CLASS B,0.2,-0.9,  3 ,  (0),22.7,  (0.60),  1.34 ,Consumer Discretionary,Diversified Consumer Services,Consumer Services,1.0,57%,  15.49 ,#N/A
KGFHY US Equity,GBP,KINGFISHER PLC-SPONS ADR,-0.1,-0.1,  7 ,  (0),37.3,  0.39 ,  0.58 ,Consumer Discretionary,Specialty Retail,Retailing,1.0,111%,  5.82 ,#N/A
TR US Equity,USD,TOOTSIE ROLL INDS,0.0,-1.6,  2 ,  (0),21.8,#VALUE!,#VALUE!,Consumer Staples,Food Products,"Food, Beverage & Tobacco",0.0,54%,  10.50 ,#N/A
NSRGY US Equity,CHF,NESTLE SA-SPONS ADR,11.2,1.9,  256 ,  18 ,18.9,  2.33 ,  1.88 ,Consumer Staples,Food Products,"Food, Beverage & Tobacco",1.0,71%,  13.88 ,#N/A
DANOY US Equity,EUR,DANONE-SPONS ADR,2.7,2.8,  51 ,  18 ,26.0,  1.98 ,  1.55 ,Consumer Staples,Food Products,"Food, Beverage & Tobacco",1.0,55%,  19.41 ,#N/A
WDFC US Equity,USD,WD-40 CO,0.1,0.4,  2 ,  0 ,34.0,  3.86 ,  1.95 ,Consumer Staples,Household Products,Household & Personal Products,1.0,119%,  44.04 ,#N/A
UL US Equity,EUR,UNILEVER PLC-SPONSORED ADR,7.7,2.4,  158 ,  25 ,20.0,  2.98 ,  1.41 ,Consumer Staples,Personal Products,Household & Personal Products,2.0,86%,  43.06 ,#N/A
OGZPY US Equity,RUB,GAZPROM PAO -SPON ADR,1.2,0.8,  55 ,  36 ,35.6,  (1.32),  (1.44),Energy,"Oil, Gas & Consumable Fuels",Energy,0.0,40%,  8.19 ,#N/A
REPYY US Equity,EUR,REPSOL SA-SPONSORED ADR,1.9,1.3,  29 ,  11 ,22.8,  0.53 ,  0.95 ,Energy,"Oil, Gas & Consumable Fuels",Energy,2.0,79%,  8.88 ,#N/A
IBOC US Equity,USD,INTERNATIONAL BANCSHARES CRP,0.2,#N/A N/A,  3 ,  1 ,29.4,#VALUE!,#VALUE!,Financials,Banks,Banks,0.0,5%,  11.03 ,#N/A
CAIXY US Equity,EUR,CAIXABANK- UNSPON ADR,#N/A N/A,#N/A N/A,  24 ,  64 ,36.4,#VALUE!,#VALUE!,Financials,Banks,Banks,0.0,2%,  8.06 ,#N/A
BDORY US Equity,BRL,BANCO DO BRASIL SA-SPON ADR,3.5,#N/A N/A,  32 ,  82 ,60.2,  0.41 ,  0.50 ,Financials,Banks,Banks,0.0,12%,  12.78 ,#N/A
JBAXY US Equity,CHF,JULIUS BAER GROUP LTD-UN ADR,0.0,#N/A N/A,  10 ,  (10),23.7,#VALUE!,#VALUE!,Financials,Capital Markets,Diversified Financials,1.0,4%,  14.21 ,#N/A
RBS US Equity,GBP,ROYAL BANK OF SCOT-SPON ADR,#N/A N/A,#N/A N/A,  36 ,  (4),42.4,  4.15 ,  0.47 ,Financials,Banks,Banks,1.0,2%,  1.57 ,#N/A
JEF US Equity,USD,JEFFERIES FINANCIAL GROUP IN,#N/A N/A,0.7,  7 ,  2 ,31.5,  (0.27),#VALUE!,Financials,Diversified Financial Services,Diversified Financials,1.0,12%,  7.04 ,#N/A
HDB US Equity,INR,HDFC BANK LTD-ADR,-1.4,#N/A N/A,  86 ,  8 ,28.9,  1.02 ,  0.81 ,Financials,Banks,Banks,1.0,10%,  18.38 ,#N/A
IBN US Equity,INR,ICICI BANK LTD-SPON ADR,2.2,#N/A N/A,  33 ,  25 ,33.8,#VALUE!,#VALUE!,Financials,Banks,Banks,1.0,8%,  7.17 ,#N/A
ING US Equity,EUR,ING GROEP N.V.-SPONSORED ADR,#N/A N/A,#N/A N/A,  48 ,  125 ,32.4,  4.32 ,  1.62 ,Financials,Banks,Banks,1.0,4%,  9.00 ,#N/A
ISNPY US Equity,EUR,INTESA SANPAOLO-SPON ADR,#N/A N/A,#N/A N/A,  39 ,  173 ,42.6,#VALUE!,#VALUE!,Financials,Banks,Banks,1.0,3%,  8.36 ,#N/A
MFG US Equity,JPY,MIZUHO FINANCIAL GROUP-ADR,#N/A N/A,#N/A N/A,  43 ,  (133),19.8,  7.43 ,#VALUE!,Financials,Banks,Banks,2.0,2%,  6.86 ,#N/A
SMFG US Equity,JPY,SUMITOMO MITSUI-SPONS ADR,#N/A N/A,#N/A N/A,  53 ,  (128),28.2,  5.72 ,#VALUE!,Financials,Banks,Banks,2.0,2%,  7.55 ,#N/A
MUFG US Equity,JPY,MITSUBISHI UFJ FINL-SPON ADR,#N/A N/A,#N/A N/A,  79 ,  (88),25.0,  2.22 ,#VALUE!,Financials,Banks,Banks,2.0,2%,  6.30 ,#N/A
BCS US Equity,GBP,BARCLAYS PLC-SPONS ADR,#N/A N/A,#N/A N/A,  37 ,  (12),34.4,  1.19 ,  0.60 ,Financials,Banks,Banks,2.0,2%,  0.33 ,#N/A
Y US Equity,USD,ALLEGHANY CORP,0.3,#N/A N/A,  9 ,  1 ,26.8,  0.78 ,#VALUE!,Financials,Insurance,Insurance,2.0,28%,  10.78 ,#N/A
LFC US Equity,CNY,CHINA LIFE INSURANCE CO-ADR,34.1,#N/A N/A,  84 ,  9 ,34.7,  0.27 ,#VALUE!,Financials,Insurance,Insurance,2.0,22%,  11.54 ,#N/A
LYG US Equity,GBP,LLOYDS BANKING GROUP PLC-ADR,#N/A N/A,#N/A N/A,  50 ,  54 ,37.5,  2.70 ,  1.78 ,Financials,Banks,Banks,2.0,2%,  8.71 ,#N/A
CS US Equity,CHF,CREDIT SUISSE GROUP-SPON ADR,8.2,#N/A N/A,  32 ,  85 ,24.7,  0.14 ,  0.52 ,Financials,Capital Markets,Diversified Financials,2.0,4%,  (0.83),#N/A
WBK US Equity,AUD,WESTPAC BANKING CORP-SP ADR,15.4,#N/A N/A,  64 ,  128 ,22.9,  6.62 ,#VALUE!,Financials,Banks,Banks,2.0,4%,  12.87 ,#N/A
BBVA US Equity,EUR,BANCO BILBAO VIZCAYA-SP ADR,#N/A N/A,#N/A N/A,  38 ,  162 ,40.7,  (1.92),  1.04 ,Financials,Banks,Banks,2.0,4%,  9.41 ,#N/A
SAN US Equity,EUR,BANCO SANTANDER SA-SPON ADR,#N/A N/A,#N/A N/A,  78 ,  309 ,32.6,  0.77 ,  0.84 ,Financials,Banks,Banks,2.0,4%,  7.63 ,#N/A
ORI US Equity,USD,OLD REPUBLIC INTL CORP,#N/A N/A,#N/A N/A,  7 , #N/A N/A ,35.2,  3.56 ,  5.01 ,Financials,Insurance,Insurance,2.0,33%,  15.47 ,#N/A
TKPYY US Equity,JPY,TAKEDA PHARMACEUTIC-SP ADR,2.1,1.8,  31 ,  6 ,29.1,#VALUE!,#VALUE!,Health Care,Pharmaceuticals,"Pharmaceuticals, Biotechnology",0.0,41%,  6.62 ,#N/A
BAYRY US Equity,EUR,BAYER AG-SPONSORED ADR,5.5,3.3,  68 ,  4 ,50.5,  0.29 ,  0.66 ,Health Care,Pharmaceuticals,"Pharmaceuticals, Biotechnology",2.0,36%,  13.24 ,#N/A
CKHUY US Equity,HKD,CK HUTCHISON HOLDIN-UNSP ADR,3.7,3.5,  40 ,  22 ,17.6,#VALUE!,#VALUE!,Industrials,Industrial Conglomerates,Capital Goods,0.0,24%,  8.79 ,#N/A
BAESY US Equity,GBP,BAE SYSTEMS PLC -SPON ADR,0.9,0.9,  22 ,  1 ,35.6,  1.29 ,  1.23 ,Industrials,Aerospace & Defense,Capital Goods,2.0,77%,  16.61 ,#N/A
FANUY US Equity,JPY,FANUC CORP-UNSP ADR,#N/A N/A,-2.9,  33 ,  (7),50.7,  0.16 ,#VALUE!,Industrials,Machinery,Capital Goods,2.0,43%,  12.20 ,#N/A
HI US Equity,USD,HILLENBRAND INC,0.2,1.3,  3 ,  0 ,26.4,  1.72 ,  1.77 ,Industrials,Machinery,Capital Goods,2.0,93%,  10.33 ,#N/A
